AAPL,44.8423637065951,0,0.493372930975474,0.643349818585078,-8.13736481707496,-4.22199422976285,336369650,20,77
AGCO,48.868576386417,0.107936561602406,0.418074557887816,0.415615650169211,-1.54255488689857,-1.22870214527636,4898566.66666667,22,59
DCM,33.8176641268144,0,0.309041101172209,0.535183634955777,-0.807665985635786,-0.139447694883643,-3181500,35,92
HRL,33.3265186647314,0,0.326620259943505,0.578418302461384,-1.86944192522124,-1.53901310917303,21742540,25,45
KHC,21.5286607003339,0,0.169927732497864,0.648099029766346,-1.95926348894024,-0.563443888699483,-20102900,4,9
RRC,50.3003635349382,0,0.576624699295064,0.519090240150407,-1.5093808152598,-1.25927106095954,-58104700,22,59
SJM,37.0576630476929,0,0.376625961080318,0.518959910928134,-0.556546186981724,-0.342104027325472,1516900,33,65
STZ,28.8711935028695,0,0.468947118868716,0.62840180775668,-0.240883191697197,1.04285140337696,114281725,9,34
NUAN,35.703153192539,0,0.417947052649822,0.222750073024864,-5.36431724985008,-5.05799417898682,-184565200,19,48
UA,43.2894513285827,0,0.542071440468685,0.694437841009852,1.66483421834872,2.58858125579838,25395525,28,53
UAL,37.2912736369856,0,0.4063007722233,0.512782786378453,-0.09215348465809,0.487129163504949,-32623966.6666667,52,88
CRM,44.5626280637706,0.331557922769641,0.314348052892347,0.358190908079477,-1.84787029967306,-2.69457658621976,-14918100,7,19
EQIX,46.6147435034974,0,0.509952597837719,0.607993731817348,-0.388797174540864,0.409033833352988,4107150,20,52
VTR,36.3086537319161,0.291859425117198,0.738488955718246,0.783779010072702,-0.00167092448266256,0.525295385247735,37086566.6666667,10,17
UTEK,33.4778338515962,0,0.247801856931793,0.418369206688177,-1.45737002201357,-0.719967046136318,-18172200,9,16
VFC,32.0096903797573,0,0.330699183139555,0.477246601943355,-1.11216319502088,-0.632448079667821,1861666.66666667,18,32
WCN,40.2249806372724,0,0.372140123249238,0.535095416377798,-0.715941742255644,-0.2585147148697,21781720,28,61
WMT,41.114933063362,0,0.424491424550805,0.511149573059564,-0.997966627471616,-0.827671050072439,-41301650,37,81
WEC,48.5959017236069,0,0.540558173847952,0.549445832872818,0.589370604067774,0.834669218891576,63820150,29,78
WGL,41.0048358043765,0,0.442584362642066,0.624550489908013,0.85377565879525,1.38859930676248,12169625,30,74
IYR,41.517645485745,0.107611341717399,0.482820272685109,0.658271467530476,-0.571046096819788,-0.131369109536262,63209850,16,38
MCHI,39.1999561559621,0,0.43673144085209,0.516002968116389,-1.53950704701398,-1.11915850628842,-11867950,45,111
AAL,42.8154859892587,0,0.426525092314221,0.550235664425634,-0.327267475756221,0.451515985089687,364386675,40,74
AKS,53.9903306695898,0.158163265306122,0.574981736024526,0.541423695984818,5.58661916937764,6.23703084919449,-63758425,28,80
ERIC,34.9780219437927,0,0.39684901040005,0.548892469625175,-1.10202620410835,-0.284642771616155,-79102850,15,23
