XLY,30.6559076614012,0,0.309743532546921,0.64407307737858,NaN,0.101664705000859,74243986.9561526,22,43
XLF,36.7272703413071,0,0.262278290003812,0.662649606964281,-0.448977594219046,0.0535330171659811,1151375701.71594,19,39
XLI,43.4733878296933,0,0.484767195784216,0.623783223136206,0.0801893484270482,0.35885766756817,154657312.078536,29,45
XLE,39.414067512903,0,0.462231843489586,0.535258660157524,NaN,NaN,NaN,29,54
XBI,39.8451293251064,0,0.420611480545549,0.581799590736241,NaN,NaN,NaN,20,43
XLV,31.5485314649132,0,0.346427301321026,0.698534908384274,-0.168657911998702,0.410887128773947,75281463.1837386,16,34
XLU,43.270642921621,0.0665622794830145,0.328964189270534,0.582287379554786,NaN,NaN,NaN,17,49
XLK,32.6518081204617,0,0.384425210463081,0.674752401277314,NaN,0.0307098298909947,107803829.299526,14,28
QQQ,36.8948897686991,0,0.371146683050187,0.679120486642572,-0.363297139061722,0.0733750252867096,NaN,20,35
TNA,22.0522109403131,0,0.012845849802372,0.0302731474961868,NaN,NaN,93015099.9999999,3,12
PEJ,31.7439027005696,0.0674086632348196,0.509091683245919,0.637133944481217,NaN,-0.254839727094012,NaN,12,30
MDY,29.3300484030787,0,0.302364958105707,0.6286892294424,NaN,NaN,21812447.322714,19,41
VT,37.8463112596272,0,0.288628765845384,0.558353520953377,NaN,NaN,NaN,20,42
VTI,37.3193066842529,0,0.374670032865025,0.655438853236979,NaN,-0.216790279490854,70485751.1456476,14,27
VB,40.9886986701921,0,0.377890013162338,0.621979397366285,NaN,0.0854254079099832,6238292.7054044,24,45
IEFA,43.2526159958821,0,0.457175117340063,0.577377851052405,NaN,NaN,NaN,24,57
IEMG,27.205096139463,0.0512514538776836,0.37012815611925,0.567074999160645,NaN,NaN,NaN,17,43
MTUM,30.2576754992792,0,0.280041119184116,0.674015026094583,-0.728072718461094,-0.0438335510893575,287091.059625368,18,35
SPHB,26.4214146594992,0,0.303087643072217,0.625195357683658,NaN,-0.266384763562441,3646648.5815313,17,34
IJH,28.3832633407797,0,0.298830031469874,0.630497525436756,NaN,NaN,NaN,18,41
IJR,40.725654658121,0,0.335142545678881,0.582075055698062,NaN,NaN,28656759.401147,24,47
XSD,38.5143465103257,0,0.345599290933938,0.638055076929824,NaN,0.190744659724218,NaN,24,41
IDV,48.5811417475883,0,0.487081890648716,0.496509016628254,NaN,NaN,NaN,37,71
DVY,42.9891330665632,0,0.450928287184172,0.595351056834208,-0.0287802986514281,0.143022194277722,25109145.150093,34,51
IYR,41.6525152603937,0.163428689669024,0.47127283681475,0.624438903378177,NaN,NaN,NaN,10,24
DVYE,22.399562552723,0,0.361941425262019,0.292552902492847,NaN,NaN,NaN,30,55
IFGL,43.5894330612476,0.253796045808828,0.473076539589616,0.568614042516683,NaN,NaN,NaN,9,20
AAXJ,50.1661057714186,0,0.488440110930126,0.570589602998971,NaN,NaN,NaN,25,54
BKF,39.3891618226182,0,0.550135844551256,0.335263802219655,NaN,-0.955008005684521,NaN,23,39
MCHI,31.9441449925542,0,0.411304878852036,0.535917145484728,NaN,NaN,NaN,22,60
EFAV,43.4021372317746,0,0.353142918340215,0.516335161631947,NaN,-0.36726030250064,NaN,22,48
SCZ,43.7667304943001,0,0.391872654644383,0.550593230657246,NaN,NaN,NaN,26,54
PGX,5.5176972174416,0,0.309307341415955,0.3941296450036,NaN,NaN,NaN,4,20
EEMV,46.053136408109,0.220522444470285,0.470517402775188,0.380785933502148,NaN,NaN,NaN,12,24
PKW,29.0578424282439,0,0.316926378282562,0.657990501120024,NaN,-0.175080073711819,19407036.8680324,15,35
FM,37.7797716725594,0,0.38170866295604,0.634367781908329,NaN,NaN,NaN,18,39
RING,11.7821612958541,0,0.0443659761456379,0.124941866314074,NaN,NaN,NaN,12,27
PICK,18.8731237562197,0,0.36542574258406,0.37076829456613,-0.847116913831469,-0.641859038509739,NaN,12,16
EWJ,26.8935157560884,0,0.412978681199093,0.743143631667927,NaN,NaN,NaN,4,16
USMV,40.2804106878007,0,0.422835616055696,0.643426051910193,-0.261127971880482,0.0520889616264724,59116117.7625415,16,31
IWC,41.410811369158,0,0.447024890524735,0.662635148336965,NaN,NaN,979444.446008898,21,41
OEF,30.1100672875938,0,0.360087742958192,0.673703979735126,-0.374118122141791,-0.0446410849206277,3187313.21420179,18,29
IVW,36.147940540102,0,0.34040517776976,0.65110954208946,NaN,-0.102483104458873,6953783.14577953,15,26
IVE,39.6759437060117,0,0.341238814856828,0.630890024753441,-0.401528884477056,0.00778529682334028,15286815.5797432,21,39
IEV,40.6887676374673,0,0.453110068093562,0.604639707584659,NaN,NaN,NaN,19,49
PDP,36.8697824542119,0,0.34877448477459,0.671036665057396,NaN,0.140068627049394,NaN,18,38
ILF,20.219540448868,0,0.453112640404999,0.583358177678332,NaN,-0.45057858229023,NaN,12,18
IJK,40.4704125338031,0,0.354640187043752,0.623807741620551,NaN,0.153638877185516,NaN,24,44
BFOR,31.7993518126465,0,0.316372418422276,0.603525241426825,NaN,NaN,1792714.40741534,15,37
IJT,35.6828691229468,0.0644226037904074,0.353671957705877,0.564327444722366,NaN,NaN,2858188.82910349,20,47
FDN,43.0250760694329,0,0.508103162194424,0.595146679501803,NaN,NaN,NaN,17,35
PFF,55.6056236551281,0.264090010166114,0.544428188257086,0.602712012231895,-0.249976796176838,-0.0531707215188918,NaN,7,20
BBT,41.6326981963549,0,0.428267691843393,0.593353700086876,-0.605273344635048,0.143246624203132,92310171.5542557,24,59
BRO,49.9537746748438,0.128722965491956,0.604331610320152,0.596254615815392,0.0508534403145795,0.820075785198022,13961430.9605801,12,30
EGN,46.3507086532746,0.0996613261419605,0.492178620513229,0.488700379515506,NaN,NaN,18957732.0682668,25,48
HRS,39.6097435639519,0,0.392705907754934,0.573120347734981,NaN,NaN,16123860.6525128,25,41
MDU,44.27763673255,0,0.353045124173551,0.511692256977158,NaN,NaN,NaN,30,54
PNY,40.487484115939,0.0568858966551602,0.387832072476506,0.51620798676065,NaN,-0.565321979816827,11424611.539732,24,52
SJI,26.0419710240923,0,0.204232161822739,0.308155595704784,-0.984362308664749,-0.627359374396634,NaN,13,23
UPS,24.9267506530897,0,0.334126339484481,0.591529121774593,NaN,NaN,NaN,11,48
AA,45.0186730460923,0,0.470521756946423,0.549304117567949,NaN,NaN,NaN,28,63
AAP,42.8087572852998,0,0.461498829494184,0.634317292130075,0.0138849750372017,0.418063185451849,25050163.2439777,26,43
AAPL,42.4330726444068,0,0.484809870854724,0.644908657093805,NaN,NaN,NaN,20,65
AB,36.6033293736505,0.173740016889953,0.316061436311843,0.517376779244651,NaN,NaN,NaN,14,38
ABB,49.2997330097017,0,0.469914291571673,0.559862924072967,NaN,NaN,NaN,41,60
ABBV,47.0497540188247,0,0.420511049059577,0.582371514346239,-0.1485259923434,0.627057362375112,234074318.599184,33,61
ABC,40.3050279384391,0.0735696318902253,0.477558688680113,0.629291848904215,NaN,NaN,59702251.8147329,19,40
ABG,46.8339696674953,0,0.317222629412774,0.556752661466958,NaN,-0.319392974861929,540163.818690917,30,43
ABMD,40.1962275117679,0,0.421281045289185,0.592763576612239,NaN,NaN,12169625.7501661,29,54
ABT,33.5966397057089,0,0.350289202454779,0.583162270410166,NaN,-0.375177564083193,53249216.5649669,25,51
ABX,47.5321840556732,0,0.36273402483882,0.240150446070734,NaN,NaN,NaN,30,39
ACE,32.8927294353779,0,0.327005653716399,0.622159433249015,-0.0462676647903508,0.371018661468783,NaN,27,60
ACH,48.2697617067563,0,0.421828361407868,0.508509253395346,0.404200503902901,NaN,NaN,47,27
ACI,41.9353955035211,0,0.195268023857857,0.310819074673101,NaN,NaN,NaN,31,39
ACIW,45.4609092222852,0.0167899904338142,0.579031015396784,0.597033818040282,NaN,NaN,2829667.47333991,20,36
ACN,44.1660662184213,0,0.528840573347018,0.570967253397398,-0.0754816342380956,0.230959760717479,NaN,30,52
ACT,32.0921720201066,0.0527204044891343,0.487032055022027,0.654834903286137,NaN,NaN,63144832.8832337,10,31
ADBE,41.8884687290784,0,0.393340054253723,0.54683277057206,NaN,0.11622668205292,NaN,31,59
ADI,40.2593461915371,0,0.41736194315774,0.565722334462875,NaN,NaN,18038410.5211651,40,58
ADM,37.1066422618357,0,0.389415823553608,0.611511872510185,NaN,NaN,124762228.899295,20,52
ADP,34.887277740438,0,0.295150598317644,0.625354005336596,NaN,0.193334673460929,45214639.4136149,15,35
ADS,38.1217416937809,0,0.349786822573255,0.610968772853107,NaN,NaN,6886208.05534976,18,40
